,Rating,Reviews,,Ratings
134,3.8 out of 5,"Value for money. Received on 2nd August,2021. Working perfectly for three days. All functions work well. No issue of Bluetooth disconnection. It indicate connection lost when out of range from your phone and connect automatically when reach in range. Till now no issue of battery draining. App works well on phone. For 100% accuracy one has to consult doctor, it may alert for abnormal behaviour.",,3.8 
135,3.8 out of 5,"Value for money. Received on 2nd August,2021. Working perfectly for three days. All functions work well. No issue of Bluetooth disconnection. It indicate connection lost when out of range from your phone and connect automatically when reach in range. Till now no issue of battery draining. App works well on phone. For 100% accuracy one has to consult doctor, it may alert for abnormal behaviour.",,3.8 
136,3.8 out of 5,"Value for money. Received on 2nd August,2021. Working perfectly for three days. All functions work well. No issue of Bluetooth disconnection. It indicate connection lost when out of range from your phone and connect automatically when reach in range. Till now no issue of battery draining. App works well on phone. For 100% accuracy one has to consult doctor, it may alert for abnormal behaviour.",,3.8 
137,3.8 out of 5,"Value for money. Received on 2nd August,2021. Working perfectly for three days. All functions work well. No issue of Bluetooth disconnection. It indicate connection lost when out of range from your phone and connect automatically when reach in range. Till now no issue of battery draining. App works well on phone. For 100% accuracy one has to consult doctor, it may alert for abnormal behaviour.",,3.8 
138,3.9 out of 5,"A Very Good Smart watch, Other established brands are failed to provide BT Call fuanction at such price point but Gionee is really winner.",,3.9 
139,3.9 out of 5,"A Very Good Smart watch, Other established brands are failed to provide BT Call fuanction at such price point but Gionee is really winner.",,3.9 
140,3.9 out of 5,"A Very Good Smart watch, Other established brands are failed to provide BT Call fuanction at such price point but Gionee is really winner.",,3.9 
141,3.9 out of 5,"A Very Good Smart watch, Other established brands are failed to provide BT Call fuanction at such price point but Gionee is really winner.",,3.9 
142,3.1 out of 5,"Pros.
Looks good.

Cons.
1. Wrist wakeup not working sometimes
2. Unable to read full msg
3. On screen light off, current screen closed.
4. Step count not accurate for walk.
5. Existing watch face not showing noise fit application.
6. No memory for store watch face in watch like honor band.
7. Anytime recorded data get vanished.

One of screenshot attached.

Buying product on launch day bigger mistake. Specially untrusted brand.",,3.1 
143,3.1 out of 5,"Pros.
Looks good.

Cons.
1. Wrist wakeup not working sometimes
2. Unable to read full msg
3. On screen light off, current screen closed.
4. Step count not accurate for walk.
5. Existing watch face not showing noise fit application.
6. No memory for store watch face in watch like honor band.
7. Anytime recorded data get vanished.

One of screenshot attached.

Buying product on launch day bigger mistake. Specially untrusted brand.",,3.1 
144,3.1 out of 5,"Pros.
Looks good.

Cons.
1. Wrist wakeup not working sometimes
2. Unable to read full msg
3. On screen light off, current screen closed.
4. Step count not accurate for walk.
5. Existing watch face not showing noise fit application.
6. No memory for store watch face in watch like honor band.
7. Anytime recorded data get vanished.

One of screenshot attached.

Buying product on launch day bigger mistake. Specially untrusted brand.",,3.1 
145,3.1 out of 5,"Pros.
Looks good.

Cons.
1. Wrist wakeup not working sometimes
2. Unable to read full msg
3. On screen light off, current screen closed.
4. Step count not accurate for walk.
5. Existing watch face not showing noise fit application.
6. No memory for store watch face in watch like honor band.
7. Anytime recorded data get vanished.

One of screenshot attached.

Buying product on launch day bigger mistake. Specially untrusted brand.",,3.1 
146,3.4 out of 5,"It's been two days I have been using this watch and I am not satisfied with this watch reason being
1) You can not attend or decline the calls
2) raise to wake up feature is just for name sake it doesn't work as it should be.
3) big circular bezel on the dial. It's not bezel less screen.
4) Amoled Display is good but again many less watch face and not able to store on on the watch.

5) It takes almost 6 to 7 attempts to connect the phone with watch.
6) watch gets switched off automatically.
7) It should have better and powerful sensors.
8) message notification again just for name sake with multiple messages it starts slogging.
9) overall experience of this watch for me is useless and waste of money.",,3.4 
147,3.4 out of 5,"It's been two days I have been using this watch and I am not satisfied with this watch reason being
1) You can not attend or decline the calls
2) raise to wake up feature is just for name sake it doesn't work as it should be.
3) big circular bezel on the dial. It's not bezel less screen.
4) Amoled Display is good but again many less watch face and not able to store on on the watch.

5) It takes almost 6 to 7 attempts to connect the phone with watch.
6) watch gets switched off automatically.
7) It should have better and powerful sensors.
8) message notification again just for name sake with multiple messages it starts slogging.
9) overall experience of this watch for me is useless and waste of money.",,3.4 
148,3.4 out of 5,"It's been two days I have been using this watch and I am not satisfied with this watch reason being
1) You can not attend or decline the calls
2) raise to wake up feature is just for name sake it doesn't work as it should be.
3) big circular bezel on the dial. It's not bezel less screen.
4) Amoled Display is good but again many less watch face and not able to store on on the watch.

5) It takes almost 6 to 7 attempts to connect the phone with watch.
6) watch gets switched off automatically.
7) It should have better and powerful sensors.
8) message notification again just for name sake with multiple messages it starts slogging.
9) overall experience of this watch for me is useless and waste of money.",,3.4 
149,3.4 out of 5,"It's been two days I have been using this watch and I am not satisfied with this watch reason being
1) You can not attend or decline the calls
2) raise to wake up feature is just for name sake it doesn't work as it should be.
3) big circular bezel on the dial. It's not bezel less screen.
4) Amoled Display is good but again many less watch face and not able to store on on the watch.

5) It takes almost 6 to 7 attempts to connect the phone with watch.
6) watch gets switched off automatically.
7) It should have better and powerful sensors.
8) message notification again just for name sake with multiple messages it starts slogging.
9) overall experience of this watch for me is useless and waste of money.",,3.4 
150,4.2 out of 5,"First review of this product:

Initially awesome. Everything seems awesome and flawless. It has all the features with extended battery life, strap is comfortable, display is beautiful a bit laggy but can't complain.

Software app seems stable and everything seems to be working fine.

Will update after 1 month",,4.2 
151,4.2 out of 5,"First review of this product:

Initially awesome. Everything seems awesome and flawless. It has all the features with extended battery life, strap is comfortable, display is beautiful a bit laggy but can't complain.

Software app seems stable and everything seems to be working fine.

Will update after 1 month",,4.2 
152,4.2 out of 5,"First review of this product:

Initially awesome. Everything seems awesome and flawless. It has all the features with extended battery life, strap is comfortable, display is beautiful a bit laggy but can't complain.

Software app seems stable and everything seems to be working fine.

Will update after 1 month",,4.2 
153,4.2 out of 5,"First review of this product:

Initially awesome. Everything seems awesome and flawless. It has all the features with extended battery life, strap is comfortable, display is beautiful a bit laggy but can't complain.

Software app seems stable and everything seems to be working fine.

Will update after 1 month",,4.2 
154,3.9 out of 5,"This review is just for iPhone users. I use iPhone 7 and had an assumption that everything will work as expected but that isn’t the case. May be I did not do proper research before I bought this watch. However to ease out for iPhone users, I am letting my observation out. So people can know what they are going to get when they buy.

Features as of now:
1. Only notifies you that you got a message along with the sender’s name for apps such as Whatsapp, sms etc but you cannot reply or read the message from the watch.

2. You will get notified on who is calling with the name and the number, you can either choose to attend or reject, however you cannot speak using the watch.

Note: Just browsed the internet and came to know that the OTA update would hit us before the year end. This will enable us to make calls and attend the calls and speak using the watch. Until then we need to wait.

For android they have all liberty to use and no restrictions.

Now coming to the look of the watch and performance.

1. Watch looks stylish and cool.
2. Navigation is smooth and easy.
3. Notifications hit the phone without any lag.

Rest I will update once I start using. This is my first day. I will rate 5 stars once the proper update is pushed.

****************************************************
So as I mentioned before OTA update got pushed two weeks back. Now I am able to take calls and make calls using my watch.

Speaker is audible and mic is also good while I used my watch.

However, you need use Google fit app for fitness tracking as Apple Health app will not work well with this watch.

I have changed my stars from 3 to 5. Fossil did what they committed😊",,3.9 
155,3.9 out of 5,"This review is just for iPhone users. I use iPhone 7 and had an assumption that everything will work as expected but that isn’t the case. May be I did not do proper research before I bought this watch. However to ease out for iPhone users, I am letting my observation out. So people can know what they are going to get when they buy.

Features as of now:
1. Only notifies you that you got a message along with the sender’s name for apps such as Whatsapp, sms etc but you cannot reply or read the message from the watch.

2. You will get notified on who is calling with the name and the number, you can either choose to attend or reject, however you cannot speak using the watch.

Note: Just browsed the internet and came to know that the OTA update would hit us before the year end. This will enable us to make calls and attend the calls and speak using the watch. Until then we need to wait.

For android they have all liberty to use and no restrictions.

Now coming to the look of the watch and performance.

1. Watch looks stylish and cool.
2. Navigation is smooth and easy.
3. Notifications hit the phone without any lag.

Rest I will update once I start using. This is my first day. I will rate 5 stars once the proper update is pushed.

****************************************************
So as I mentioned before OTA update got pushed two weeks back. Now I am able to take calls and make calls using my watch.

Speaker is audible and mic is also good while I used my watch.

However, you need use Google fit app for fitness tracking as Apple Health app will not work well with this watch.

I have changed my stars from 3 to 5. Fossil did what they committed😊",,3.9 
156,3.9 out of 5,"This review is just for iPhone users. I use iPhone 7 and had an assumption that everything will work as expected but that isn’t the case. May be I did not do proper research before I bought this watch. However to ease out for iPhone users, I am letting my observation out. So people can know what they are going to get when they buy.

Features as of now:
1. Only notifies you that you got a message along with the sender’s name for apps such as Whatsapp, sms etc but you cannot reply or read the message from the watch.

2. You will get notified on who is calling with the name and the number, you can either choose to attend or reject, however you cannot speak using the watch.

Note: Just browsed the internet and came to know that the OTA update would hit us before the year end. This will enable us to make calls and attend the calls and speak using the watch. Until then we need to wait.

For android they have all liberty to use and no restrictions.

Now coming to the look of the watch and performance.

1. Watch looks stylish and cool.
2. Navigation is smooth and easy.
3. Notifications hit the phone without any lag.

Rest I will update once I start using. This is my first day. I will rate 5 stars once the proper update is pushed.

****************************************************
So as I mentioned before OTA update got pushed two weeks back. Now I am able to take calls and make calls using my watch.

Speaker is audible and mic is also good while I used my watch.

However, you need use Google fit app for fitness tracking as Apple Health app will not work well with this watch.

I have changed my stars from 3 to 5. Fossil did what they committed😊",,3.9 
157,3.9 out of 5,"This review is just for iPhone users. I use iPhone 7 and had an assumption that everything will work as expected but that isn’t the case. May be I did not do proper research before I bought this watch. However to ease out for iPhone users, I am letting my observation out. So people can know what they are going to get when they buy.

Features as of now:
1. Only notifies you that you got a message along with the sender’s name for apps such as Whatsapp, sms etc but you cannot reply or read the message from the watch.

2. You will get notified on who is calling with the name and the number, you can either choose to attend or reject, however you cannot speak using the watch.

Note: Just browsed the internet and came to know that the OTA update would hit us before the year end. This will enable us to make calls and attend the calls and speak using the watch. Until then we need to wait.

For android they have all liberty to use and no restrictions.

Now coming to the look of the watch and performance.

1. Watch looks stylish and cool.
2. Navigation is smooth and easy.
3. Notifications hit the phone without any lag.

Rest I will update once I start using. This is my first day. I will rate 5 stars once the proper update is pushed.

****************************************************
So as I mentioned before OTA update got pushed two weeks back. Now I am able to take calls and make calls using my watch.

Speaker is audible and mic is also good while I used my watch.

However, you need use Google fit app for fitness tracking as Apple Health app will not work well with this watch.

I have changed my stars from 3 to 5. Fossil did what they committed😊",,3.9 
158,4.5 out of 5,"Update after few weeks of usage - Everything I reported before is still same. But there is a way to get BP and ECG test on to watch by installing modified versions of Samsung health monitor. So there is a way of getting that to work unofficially.

I have bought the 45mm BT version of this watch. This is my experience after using it for 2 days.

Price - Reasonable. I purchased with the launch offer at 28k. It is relatively expensive compared to Android Wear watch options, but I think if you have a Samsung Phone, it might be worth it. I have Samsung Note 10 and Samsung works well with Samsung, but I think with the necessary apps installed it'll work the same way on other Android phones.

Android Wear vs Tizen: I previously had Fossil Explorist Gen 4 watch which runs on Android Wear. In my personal experience, Android Wear as an operating system needs a lot of work. The Fossil watch was unbearably slow, battery backup was very bad, thought it could do the normal smartwatch things, because of the poor battery, I couldn't use it at all. I just kept the watch on Flight mode and used as a normal watch to display time. My experience here could be biased as I didn't really use Android wear to the fullest. I used it for Navigation a few times, but for that to work, the same Google Maps app has to be open on your phone. It will just tether the content to the watch. On contrary, Tizen doesn't really have Google Maps app or any equivalent navigation alternatives. So it may not be the best for Navigation. Otherwise, the OS basically looks like a modern Smart Watch - with widgets, notification area, quick control panel etc.

The watch has an option called Automatic WiFi where it will connect to the WiFi in case it gets disconnected from the phone (Bluetooth). This is super useful. On Samsung phones, there is an option called Call and Text on other devices. If you are signed in with your Samsung account and this option is enabled, even when my phone isn't connected to watch, I can still make and receive calls just using watch while it is connected to WiFi. This is such a great option, just like the LTE version, but on Bluetooth watch using WiFi.

Health Features: The watch DOESN'T have ECG enabled in Indian units. They recently got approval in US from FDA but who knows what regulations are there in India and if it will ever come to this. The hardware required is there in the watch, just that Samsung has to get approvals and enable it through Software. Even last year's Galaxy Watch Active 2 is waiting for this. So don't get the hopes high about this. Other than this, it has Blood Oxygen tracking which works, Heart Rate sensor and automatic workout detection. There are a bunch of pre-set workouts in the watch that it can track. And it does a pretty good job. Using Samsung Health app on phone, you can get access to a lot more third party exercise tutorials.

Sleep tracking is also available on the watch and it works great. It can precisely track sleep in my opinion and gives out detailed analysis of sleep pattern and efficiency. Once you connect the watch to phone via Bluetooth, all these data gets synced with phone and you can detailed overview on the Samsung Health app on phone.

Battery: Battery lasts 2 days if you don't have the always on display. If watch is always on to show time, it takes up a lot more battery. During these 2 days, I used it to track a lot of my exercises, sleep tracking, basic notifications and the battery easily lasted 2 days. But I had the always on disabled. There is a toggle on the watch itself through which you can easily turn this on and off to save battery when required.

Miscellaneous: The watch band feels very cheap and light. Though it says leather, the leather band I have with Fossil watch feels a lot premium. This watch band even makes cheap plastic type of noise when you try to wear it. Otherwise, watch is pretty comfortable to wear. Also I prefer the way Fossil looks. This watch looks more like a fitness watch than a regular watch.

So to end the review, following are the pros and cons in my opinion:

Pros: Great battery backup - almost 2 days, easy to charge using any wireless chargers, has a tonne of features - you can check YouTube videos to know all the features available, works perfectly with Samsung phones, can connect to WiFi in case it is not connected to phone via Bluetooth and you can still make and receive phone calls. This works only with Samsung phones I think, so check about this if this is important.

Cons: ECG doesn't work yet, watch band feels very light and cheap, no proper Navigation app, lack of app support because of Tizen OS",,4.5 
159,4.5 out of 5,"Update after few weeks of usage - Everything I reported before is still same. But there is a way to get BP and ECG test on to watch by installing modified versions of Samsung health monitor. So there is a way of getting that to work unofficially.

I have bought the 45mm BT version of this watch. This is my experience after using it for 2 days.

Price - Reasonable. I purchased with the launch offer at 28k. It is relatively expensive compared to Android Wear watch options, but I think if you have a Samsung Phone, it might be worth it. I have Samsung Note 10 and Samsung works well with Samsung, but I think with the necessary apps installed it'll work the same way on other Android phones.

Android Wear vs Tizen: I previously had Fossil Explorist Gen 4 watch which runs on Android Wear. In my personal experience, Android Wear as an operating system needs a lot of work. The Fossil watch was unbearably slow, battery backup was very bad, thought it could do the normal smartwatch things, because of the poor battery, I couldn't use it at all. I just kept the watch on Flight mode and used as a normal watch to display time. My experience here could be biased as I didn't really use Android wear to the fullest. I used it for Navigation a few times, but for that to work, the same Google Maps app has to be open on your phone. It will just tether the content to the watch. On contrary, Tizen doesn't really have Google Maps app or any equivalent navigation alternatives. So it may not be the best for Navigation. Otherwise, the OS basically looks like a modern Smart Watch - with widgets, notification area, quick control panel etc.

The watch has an option called Automatic WiFi where it will connect to the WiFi in case it gets disconnected from the phone (Bluetooth). This is super useful. On Samsung phones, there is an option called Call and Text on other devices. If you are signed in with your Samsung account and this option is enabled, even when my phone isn't connected to watch, I can still make and receive calls just using watch while it is connected to WiFi. This is such a great option, just like the LTE version, but on Bluetooth watch using WiFi.

Health Features: The watch DOESN'T have ECG enabled in Indian units. They recently got approval in US from FDA but who knows what regulations are there in India and if it will ever come to this. The hardware required is there in the watch, just that Samsung has to get approvals and enable it through Software. Even last year's Galaxy Watch Active 2 is waiting for this. So don't get the hopes high about this. Other than this, it has Blood Oxygen tracking which works, Heart Rate sensor and automatic workout detection. There are a bunch of pre-set workouts in the watch that it can track. And it does a pretty good job. Using Samsung Health app on phone, you can get access to a lot more third party exercise tutorials.

Sleep tracking is also available on the watch and it works great. It can precisely track sleep in my opinion and gives out detailed analysis of sleep pattern and efficiency. Once you connect the watch to phone via Bluetooth, all these data gets synced with phone and you can detailed overview on the Samsung Health app on phone.

Battery: Battery lasts 2 days if you don't have the always on display. If watch is always on to show time, it takes up a lot more battery. During these 2 days, I used it to track a lot of my exercises, sleep tracking, basic notifications and the battery easily lasted 2 days. But I had the always on disabled. There is a toggle on the watch itself through which you can easily turn this on and off to save battery when required.

Miscellaneous: The watch band feels very cheap and light. Though it says leather, the leather band I have with Fossil watch feels a lot premium. This watch band even makes cheap plastic type of noise when you try to wear it. Otherwise, watch is pretty comfortable to wear. Also I prefer the way Fossil looks. This watch looks more like a fitness watch than a regular watch.

So to end the review, following are the pros and cons in my opinion:

Pros: Great battery backup - almost 2 days, easy to charge using any wireless chargers, has a tonne of features - you can check YouTube videos to know all the features available, works perfectly with Samsung phones, can connect to WiFi in case it is not connected to phone via Bluetooth and you can still make and receive phone calls. This works only with Samsung phones I think, so check about this if this is important.

Cons: ECG doesn't work yet, watch band feels very light and cheap, no proper Navigation app, lack of app support because of Tizen OS",,4.5 
160,4.5 out of 5,"Update after few weeks of usage - Everything I reported before is still same. But there is a way to get BP and ECG test on to watch by installing modified versions of Samsung health monitor. So there is a way of getting that to work unofficially.

I have bought the 45mm BT version of this watch. This is my experience after using it for 2 days.

Price - Reasonable. I purchased with the launch offer at 28k. It is relatively expensive compared to Android Wear watch options, but I think if you have a Samsung Phone, it might be worth it. I have Samsung Note 10 and Samsung works well with Samsung, but I think with the necessary apps installed it'll work the same way on other Android phones.

Android Wear vs Tizen: I previously had Fossil Explorist Gen 4 watch which runs on Android Wear. In my personal experience, Android Wear as an operating system needs a lot of work. The Fossil watch was unbearably slow, battery backup was very bad, thought it could do the normal smartwatch things, because of the poor battery, I couldn't use it at all. I just kept the watch on Flight mode and used as a normal watch to display time. My experience here could be biased as I didn't really use Android wear to the fullest. I used it for Navigation a few times, but for that to work, the same Google Maps app has to be open on your phone. It will just tether the content to the watch. On contrary, Tizen doesn't really have Google Maps app or any equivalent navigation alternatives. So it may not be the best for Navigation. Otherwise, the OS basically looks like a modern Smart Watch - with widgets, notification area, quick control panel etc.

The watch has an option called Automatic WiFi where it will connect to the WiFi in case it gets disconnected from the phone (Bluetooth). This is super useful. On Samsung phones, there is an option called Call and Text on other devices. If you are signed in with your Samsung account and this option is enabled, even when my phone isn't connected to watch, I can still make and receive calls just using watch while it is connected to WiFi. This is such a great option, just like the LTE version, but on Bluetooth watch using WiFi.

Health Features: The watch DOESN'T have ECG enabled in Indian units. They recently got approval in US from FDA but who knows what regulations are there in India and if it will ever come to this. The hardware required is there in the watch, just that Samsung has to get approvals and enable it through Software. Even last year's Galaxy Watch Active 2 is waiting for this. So don't get the hopes high about this. Other than this, it has Blood Oxygen tracking which works, Heart Rate sensor and automatic workout detection. There are a bunch of pre-set workouts in the watch that it can track. And it does a pretty good job. Using Samsung Health app on phone, you can get access to a lot more third party exercise tutorials.

Sleep tracking is also available on the watch and it works great. It can precisely track sleep in my opinion and gives out detailed analysis of sleep pattern and efficiency. Once you connect the watch to phone via Bluetooth, all these data gets synced with phone and you can detailed overview on the Samsung Health app on phone.

Battery: Battery lasts 2 days if you don't have the always on display. If watch is always on to show time, it takes up a lot more battery. During these 2 days, I used it to track a lot of my exercises, sleep tracking, basic notifications and the battery easily lasted 2 days. But I had the always on disabled. There is a toggle on the watch itself through which you can easily turn this on and off to save battery when required.

Miscellaneous: The watch band feels very cheap and light. Though it says leather, the leather band I have with Fossil watch feels a lot premium. This watch band even makes cheap plastic type of noise when you try to wear it. Otherwise, watch is pretty comfortable to wear. Also I prefer the way Fossil looks. This watch looks more like a fitness watch than a regular watch.

So to end the review, following are the pros and cons in my opinion:

Pros: Great battery backup - almost 2 days, easy to charge using any wireless chargers, has a tonne of features - you can check YouTube videos to know all the features available, works perfectly with Samsung phones, can connect to WiFi in case it is not connected to phone via Bluetooth and you can still make and receive phone calls. This works only with Samsung phones I think, so check about this if this is important.

Cons: ECG doesn't work yet, watch band feels very light and cheap, no proper Navigation app, lack of app support because of Tizen OS",,4.5 
161,4.5 out of 5,"Update after few weeks of usage - Everything I reported before is still same. But there is a way to get BP and ECG test on to watch by installing modified versions of Samsung health monitor. So there is a way of getting that to work unofficially.

I have bought the 45mm BT version of this watch. This is my experience after using it for 2 days.

Price - Reasonable. I purchased with the launch offer at 28k. It is relatively expensive compared to Android Wear watch options, but I think if you have a Samsung Phone, it might be worth it. I have Samsung Note 10 and Samsung works well with Samsung, but I think with the necessary apps installed it'll work the same way on other Android phones.

Android Wear vs Tizen: I previously had Fossil Explorist Gen 4 watch which runs on Android Wear. In my personal experience, Android Wear as an operating system needs a lot of work. The Fossil watch was unbearably slow, battery backup was very bad, thought it could do the normal smartwatch things, because of the poor battery, I couldn't use it at all. I just kept the watch on Flight mode and used as a normal watch to display time. My experience here could be biased as I didn't really use Android wear to the fullest. I used it for Navigation a few times, but for that to work, the same Google Maps app has to be open on your phone. It will just tether the content to the watch. On contrary, Tizen doesn't really have Google Maps app or any equivalent navigation alternatives. So it may not be the best for Navigation. Otherwise, the OS basically looks like a modern Smart Watch - with widgets, notification area, quick control panel etc.

The watch has an option called Automatic WiFi where it will connect to the WiFi in case it gets disconnected from the phone (Bluetooth). This is super useful. On Samsung phones, there is an option called Call and Text on other devices. If you are signed in with your Samsung account and this option is enabled, even when my phone isn't connected to watch, I can still make and receive calls just using watch while it is connected to WiFi. This is such a great option, just like the LTE version, but on Bluetooth watch using WiFi.

Health Features: The watch DOESN'T have ECG enabled in Indian units. They recently got approval in US from FDA but who knows what regulations are there in India and if it will ever come to this. The hardware required is there in the watch, just that Samsung has to get approvals and enable it through Software. Even last year's Galaxy Watch Active 2 is waiting for this. So don't get the hopes high about this. Other than this, it has Blood Oxygen tracking which works, Heart Rate sensor and automatic workout detection. There are a bunch of pre-set workouts in the watch that it can track. And it does a pretty good job. Using Samsung Health app on phone, you can get access to a lot more third party exercise tutorials.

Sleep tracking is also available on the watch and it works great. It can precisely track sleep in my opinion and gives out detailed analysis of sleep pattern and efficiency. Once you connect the watch to phone via Bluetooth, all these data gets synced with phone and you can detailed overview on the Samsung Health app on phone.

Battery: Battery lasts 2 days if you don't have the always on display. If watch is always on to show time, it takes up a lot more battery. During these 2 days, I used it to track a lot of my exercises, sleep tracking, basic notifications and the battery easily lasted 2 days. But I had the always on disabled. There is a toggle on the watch itself through which you can easily turn this on and off to save battery when required.

Miscellaneous: The watch band feels very cheap and light. Though it says leather, the leather band I have with Fossil watch feels a lot premium. This watch band even makes cheap plastic type of noise when you try to wear it. Otherwise, watch is pretty comfortable to wear. Also I prefer the way Fossil looks. This watch looks more like a fitness watch than a regular watch.

So to end the review, following are the pros and cons in my opinion:

Pros: Great battery backup - almost 2 days, easy to charge using any wireless chargers, has a tonne of features - you can check YouTube videos to know all the features available, works perfectly with Samsung phones, can connect to WiFi in case it is not connected to phone via Bluetooth and you can still make and receive phone calls. This works only with Samsung phones I think, so check about this if this is important.

Cons: ECG doesn't work yet, watch band feels very light and cheap, no proper Navigation app, lack of app support because of Tizen OS",,4.5 
162,4.3 out of 5,"The watch is good to have ... but it is not yet ready...

The watch has a lot of advance features... Like spo2 minotor... Sleep monitor... Stress level monitor... 101 excercise ... Stationary alarm ... An amasing battery life...

The watch misses basic features... Quick reply to msgs / to whatsapps / emails ... Connectivity options wireless connection ... Always on mode... gestures .... In notifications the only option that I get on the watch is clear ... I can't open the msgs

All in all the watch is the first product of its kind from oneplus... It is a good attempt ... But the product needs a lot of improvement... A lot of improvement",,4.3 
163,4.3 out of 5,"The watch is good to have ... but it is not yet ready...

The watch has a lot of advance features... Like spo2 minotor... Sleep monitor... Stress level monitor... 101 excercise ... Stationary alarm ... An amasing battery life...

The watch misses basic features... Quick reply to msgs / to whatsapps / emails ... Connectivity options wireless connection ... Always on mode... gestures .... In notifications the only option that I get on the watch is clear ... I can't open the msgs

All in all the watch is the first product of its kind from oneplus... It is a good attempt ... But the product needs a lot of improvement... A lot of improvement",,4.3 
164,4.3 out of 5,"The watch is good to have ... but it is not yet ready...

The watch has a lot of advance features... Like spo2 minotor... Sleep monitor... Stress level monitor... 101 excercise ... Stationary alarm ... An amasing battery life...

The watch misses basic features... Quick reply to msgs / to whatsapps / emails ... Connectivity options wireless connection ... Always on mode... gestures .... In notifications the only option that I get on the watch is clear ... I can't open the msgs

All in all the watch is the first product of its kind from oneplus... It is a good attempt ... But the product needs a lot of improvement... A lot of improvement",,4.3 
165,4.3 out of 5,"The watch is good to have ... but it is not yet ready...

The watch has a lot of advance features... Like spo2 minotor... Sleep monitor... Stress level monitor... 101 excercise ... Stationary alarm ... An amasing battery life...

The watch misses basic features... Quick reply to msgs / to whatsapps / emails ... Connectivity options wireless connection ... Always on mode... gestures .... In notifications the only option that I get on the watch is clear ... I can't open the msgs

All in all the watch is the first product of its kind from oneplus... It is a good attempt ... But the product needs a lot of improvement... A lot of improvement",,4.3 
166,3.9 out of 5,"Initial Review after 2 days of usage;

Heart Rate and Steps are accurate.
Temperature, Sleep and SpO2 measurements are also good. However...
BP measurement is a complete failure... It's has 4 categories to choose from... Low, Normal, High and Very High... The readings are just based on the category you choose and has nothing to do with the actual condition or reading.. Quite disappointed... Hope this is corrected in future updates..

Overall, kind of a good product... Please don't buy it if you are specifically looking to use it to measure your BP. Thanks!",,3.9 
167,3.9 out of 5,"Initial Review after 2 days of usage;

Heart Rate and Steps are accurate.
Temperature, Sleep and SpO2 measurements are also good. However...
BP measurement is a complete failure... It's has 4 categories to choose from... Low, Normal, High and Very High... The readings are just based on the category you choose and has nothing to do with the actual condition or reading.. Quite disappointed... Hope this is corrected in future updates..

Overall, kind of a good product... Please don't buy it if you are specifically looking to use it to measure your BP. Thanks!",,3.9 
168,3.9 out of 5,"Initial Review after 2 days of usage;

Heart Rate and Steps are accurate.
Temperature, Sleep and SpO2 measurements are also good. However...
BP measurement is a complete failure... It's has 4 categories to choose from... Low, Normal, High and Very High... The readings are just based on the category you choose and has nothing to do with the actual condition or reading.. Quite disappointed... Hope this is corrected in future updates..

Overall, kind of a good product... Please don't buy it if you are specifically looking to use it to measure your BP. Thanks!",,3.9 
169,3.9 out of 5,"Initial Review after 2 days of usage;

Heart Rate and Steps are accurate.
Temperature, Sleep and SpO2 measurements are also good. However...
BP measurement is a complete failure... It's has 4 categories to choose from... Low, Normal, High and Very High... The readings are just based on the category you choose and has nothing to do with the actual condition or reading.. Quite disappointed... Hope this is corrected in future updates..

Overall, kind of a good product... Please don't buy it if you are specifically looking to use it to measure your BP. Thanks!",,3.9 
170,4.1 out of 5,"Wrist sense is very poor , it takes a second to awake the display once you turn the wrist and it annoys me every time . Atlest this response has to be fast when there is no always on display option. This ruins the complete experience of this watch.. and for this price big NO NO from me .. I am 200% sure this watch price will crash and noise will be selling this crap below 2000 rs .",,4.1 
171,4.1 out of 5,"Wrist sense is very poor , it takes a second to awake the display once you turn the wrist and it annoys me every time . Atlest this response has to be fast when there is no always on display option. This ruins the complete experience of this watch.. and for this price big NO NO from me .. I am 200% sure this watch price will crash and noise will be selling this crap below 2000 rs .",,4.1 
172,4.1 out of 5,"Wrist sense is very poor , it takes a second to awake the display once you turn the wrist and it annoys me every time . Atlest this response has to be fast when there is no always on display option. This ruins the complete experience of this watch.. and for this price big NO NO from me .. I am 200% sure this watch price will crash and noise will be selling this crap below 2000 rs .",,4.1 
173,4.1 out of 5,"Wrist sense is very poor , it takes a second to awake the display once you turn the wrist and it annoys me every time . Atlest this response has to be fast when there is no always on display option. This ruins the complete experience of this watch.. and for this price big NO NO from me .. I am 200% sure this watch price will crash and noise will be selling this crap below 2000 rs .",,4.1 
174,3.9 out of 5,Completely unsatisfied with the quality. Had ordered rose gold colour since I got the review of pebble being the best seller. But when I received the product the frame of dial turned out to be orange and nowhere near to rose gold. Neither they were ready to exchange or I could return the product when the fault is completely theirs. After requesting a lot they agreed for exchange but for same colour. Surprisingly the product I received is of different colour and even that is not rose gold or the colour which is displayed in the picture. No standardisation of product is the least you can expect from a brand like pebble.,,3.9 
175,3.9 out of 5,Completely unsatisfied with the quality. Had ordered rose gold colour since I got the review of pebble being the best seller. But when I received the product the frame of dial turned out to be orange and nowhere near to rose gold. Neither they were ready to exchange or I could return the product when the fault is completely theirs. After requesting a lot they agreed for exchange but for same colour. Surprisingly the product I received is of different colour and even that is not rose gold or the colour which is displayed in the picture. No standardisation of product is the least you can expect from a brand like pebble.,,3.9 
